ID,Target,Tweet,Stance,Opinion towards,Sentiment,trump_stance
20387,Donald Trump,Thanks to @realDonaldTrump our Hispanic community finally has woken up from the dead! #GovernmentAndPolitics #WhiteHouse #SemST,AGAINST,TARGET,POSITIVE,Against
20388,Donald Trump,Important part of platform.  Make it illegal to talk during #TrueDetective  #GOP #Election2016 #SemST,AGAINST,TARGET,NEGATIVE,Against
20389,Donald Trump,I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos #SemST,AGAINST,TARGET,NEGATIVE,Against
20390,Donald Trump,"The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans. #SemST",AGAINST,TARGET,POSITIVE,Against
20392,Donald Trump,Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery! #SemST,AGAINST,TARGET,NEGATIVE,Against
20397,Donald Trump,"@seanhannity @BobbyJindal He would be great Vp for Trump.. 2 of  kind,#MakeAmericaGreatAgain , #SemST",AGAINST,TARGET,POSITIVE,Against
20400,Donald Trump,@marcorubio .  Adios for your comments about @realDonaldTrump .. You are a disappointment. #SemST,AGAINST,TARGET,NEGATIVE,Against
20404,Donald Trump,The clothing #Macys (made in Mexico&China) #NBC (Traders! #Sodomites!) #Univision (will pay!) #RollOn!!! @realDonaldTrump #wiyh #SemST,AGAINST,TARGET,NEGATIVE,Against
20405,Donald Trump,"#DanaPerino is getting more snitful by the minute. Says Trump isn't believable, can't win. Hide&watch! #MakeAmericaGreatAgain #SemST",AGAINST,TARGET,NEGATIVE,Against
20411,Donald Trump,If Donald Trump is elected president I'm moving to Nunavut to get away from these retards #Trump #SemST,AGAINST,TARGET,NEGATIVE,Against
20412,Donald Trump,"@JonathanHoenig @ericbolling Errant Vanity says up 2 USA about fighting ISIS, ? is choosing when/where ISIS decided we will #SemST",AGAINST,TARGET,NEGATIVE,Against
20413,Donald Trump,@realDonaldTrump let the haters run away. You can now see who  you're true supporters are. #SemST,AGAINST,TARGET,POSITIVE,Against
20416,Donald Trump,@tommyhubb @JonathanHoenig Obama sees everything through an anti-Colonial prism.Every move he makes degrades our nation.#Cashinin #SemST,AGAINST,TARGET,NEGATIVE,Against
20418,Donald Trump,"@ProfessorF @JessicaTarlov And deluded shows and ""news"" reporters are not?!  #SemST",AGAINST,TARGET,NEGATIVE,Against
20419,Donald Trump,"Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016 #SemST",AGAINST,TARGET,POSITIVE,Against
20421,Donald Trump,"@realDonaldTrump has formed the ""Racistublicans"". The political party for old fat assholes. #Racistublicans  #Republicans  #SemST",AGAINST,TARGET,NEGATIVE,Against
20424,Donald Trump,@HnstyNgov @FoxBusiness @realDonaldTrump Meanwhile no Democrat running has given anyone anywhere a job. Other Repubs just as bad. #SemST,AGAINST,TARGET,NEGATIVE,Against
20425,Donald Trump,"@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss #SemST",AGAINST,TARGET,NEITHER,Against
20426,Donald Trump,NASCAR abandons Trump. Some good news to end my day with   #Trump #SemST,AGAINST,TARGET,NEGATIVE,Against
20427,Donald Trump,@JonathanHoenig @realDonaldTrump @feldmaniac @Mediaite Support Americas future Boycott capitalist pig #SemST,AGAINST,TARGET,NEGATIVE,Against
20431,Donald Trump,"@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker?? #SemST",AGAINST,TARGET,POSITIVE,Against
20433,Donald Trump,Donald Trump stays roasting on Twitter  #SemST,AGAINST,TARGET,NEGATIVE,Against
20435,Donald Trump,Donald Trump is only saying what ALL the other 2016 GOP Presidential candidates are thinking! Bad things!! #GOP #Trump #POTUS #SemST,AGAINST,TARGET,NEGATIVE,Against
20436,Donald Trump,@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #DumpTrump #YoureFired  #SemST,AGAINST,TARGET,NEGATIVE,Against
20438,Donald Trump,@realDonaldTrump @ReillyCarole So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite #SemST,AGAINST,TARGET,NEGATIVE,Against
20440,Donald Trump,"@Newsmax_Media  I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games. #SemST",AGAINST,TARGET,POSITIVE,Against
20444,Donald Trump,@realDonaldTrump notice the @StopHillaryPAC didn't include you probly @KarlRove hiding behind a name again #Trump #trumpisright #SemST,AGAINST,TARGET,NEGATIVE,Against
20448,Donald Trump,The more Big&Rich hates @realDonaldTrump The more Little&Poor follows him 3103K  @HillaryClinton 3810K #Election2016 #Hillary2016 #SemST,AGAINST,TARGET,NEGATIVE,Against
20450,Donald Trump,@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman.  #SemST,AGAINST,TARGET,NEGATIVE,Against
20451,Donald Trump,@inspirationguy U r a LOSER and jealous of me cos I'm RICH #TrumpWillBeThePrezCosWinningIsAllHeDoesUnlikeYouLosersAlsoBanTheTacos #SemST,AGAINST,TARGET,NEGATIVE,Against
20452,Donald Trump,Coming soon to @NBCSports - Muslim sports cid:7D8CC0C5-9231-4700-B63E-8CB2E0C1EC6C/22C1780B-C578-4ECD-9BE0-CA3901D4EAF6 #SemST,AGAINST,TARGET,NEGATIVE,Against
20459,Donald Trump,"Another Reagan the last thing we need! The #FatherofAmnesty rewarded 3m criminals, displaced 1.9m in workforce! @DaGodfather907 #SemST",AGAINST,TARGET,NEGATIVE,Against
20468,Donald Trump,Lying to justify political correctness is still nothing but a lie.   #Teaparty #SemST,AGAINST,TARGET,NEGATIVE,Against
20469,Donald Trump,"@realDonaldTrump the thing I like about Mr Trump is that if he shoots himself in the foot, he can buy another.  #SemST",AGAINST,TARGET,POSITIVE,Against
20470,Donald Trump,@realDonaldTrump @Virginia4USA @ArtistdeeDd @HowardKurtz We all Mr. Trump. #usa  #SemST,AGAINST,TARGET,POSITIVE,Against
20471,Donald Trump,@realDonaldTrump You are absolutely right on the border! Bush and company are afraid to address it! #MakeAmericaGreatAgain #SemST,AGAINST,TARGET,POSITIVE,Against
20472,Donald Trump,"@NBC to #Trump: ""HOW DARE YOU POINT OUT THAT OBAMA CAUSES 1000 GIRLS TO BE RAPED EVERY MONTH CROSSING INTO USA!""  #ccot #tcot #SemST",AGAINST,TARGET,NEGATIVE,Against
20474,Donald Trump,You have to wonder if Hillary will attempt to replace #ObamaCare with #HillaryCare. #tcot @realDonaldTrump #SemST,AGAINST,TARGET,NEGATIVE,Against
20475,Donald Trump,Translation: I do not understand why the Republicans don't dismiss him. #Republicans #SemST,AGAINST,TARGET,NEGATIVE,Against
20478,Donald Trump,"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush. #SemST",AGAINST,TARGET,NEGATIVE,Against
20480,Donald Trump,You know Donald Trump is in deep when most Neo-Conservatives call him out on his bullsh*t speech. #SemST,AGAINST,TARGET,NEGATIVE,Against
20481,Donald Trump,Americans of all pol parties are trusting you @realDonaldTrump - we KNOW you will put #AmericaFirst and #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20490,Donald Trump,I feel like the 2016 Presidential race is @realDonaldTrump vs. Matropolis ie The Machine.    Lets defeat the machine #SemST,FAVOR,TARGET,POSITIVE,Favor
20495,Donald Trump,@realDonaldTrump it's crazy how cowardly these big corporations are. I swear I'm campaigning for you !!!!! #SemST,FAVOR,TARGET,POSITIVE,Favor
20496,Donald Trump,THE DONALD & CARLEY - Perfect Together! - #Trump #SemST,FAVOR,TARGET,POSITIVE,Favor
20498,Donald Trump,25% of Mexico has INVADED AMERICA - & CONTINUES to OCCUPY us  yet POS #RINO phony #Jeb BLAMES #TRUMP for telling the TRUTH! - #SemST,FAVOR,TARGET,NEGATIVE,Favor
20500,Donald Trump,@marcorubio @GovernorPerry @GrahamBlog @McConnellPress Your silence is deafening. #TrumpIsRight #SecureTheBorder #illegalaliens #SemST,FAVOR,TARGET,NEGATIVE,Favor
20502,Donald Trump,@Greta trump a joke? Ur guest is a fool. Better a joke than traitor RINOs. It's trump or no one for me. Reps betrayed us. #SemST,FAVOR,TARGET,NEGATIVE,Favor
20503,Donald Trump,@realDonaldTrump @ericbolling GOP wants to discredit Mr. Trump and his reputation clean like diamonds #usa #SemST,FAVOR,TARGET,NEGATIVE,Favor
20505,Donald Trump,@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better #SemST,FAVOR,TARGET,NEGATIVE,Favor
20506,Donald Trump,Get the truth from Trump! @realDonaldTrump #SemST,FAVOR,TARGET,POSITIVE,Favor
20507,Donald Trump,@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump #SemST,FAVOR,TARGET,NEGATIVE,Favor
20512,Donald Trump,@realDonaldTrump  Just registered to Vote Today so I can contribute to help #MakeAmericaGreatAgain #Honesty #SemST,FAVOR,TARGET,POSITIVE,Favor
20513,Donald Trump,@realDonaldTrump You are the trump card of my heart. #SemST,FAVOR,TARGET,POSITIVE,Favor
20514,Donald Trump,@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT! #SemST,FAVOR,TARGET,POSITIVE,Favor
20518,Donald Trump,@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump #SemST,FAVOR,TARGET,POSITIVE,Favor
20519,Donald Trump,Who among us has never defamed an entire country on nat'l television while declaring candidacy for president? #perspective #SemST,AGAINST,TARGET,NEGATIVE,Against
20522,Donald Trump,"@RealDonaldTrump I feel the truth when Mr. Trump speaking, people need to understand who really cares about America #SemST",FAVOR,TARGET,POSITIVE,Favor
20523,Donald Trump,Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico #SemST,FAVOR,TARGET,POSITIVE,Favor
20524,Donald Trump,@liberaltreason @msnbc maybe all the politically correct pansies out there will move to a different country if Trump gets in!!!:) #SemST,FAVOR,TARGET,NEGATIVE,Favor
20528,Donald Trump,@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE! #SemST,FAVOR,TARGET,NEITHER,Favor
20529,Donald Trump,"@realDonaldTrump is the only candidate who has in no way, shape or form been brainwashed by the pc police. #SemST",FAVOR,TARGET,POSITIVE,Favor
20530,Donald Trump,"Donald J. Trump, I am voting for you to be our next ""El Presidente""! #trumpforpresident #SemST",FAVOR,TARGET,POSITIVE,Favor
20531,Donald Trump,"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot #SemST",FAVOR,TARGET,POSITIVE,Favor
20534,Donald Trump,@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks #SemST,AGAINST,TARGET,NEGATIVE,Against
20539,Donald Trump,@realDonaldTrump Making America a Nationalism society #SemST,FAVOR,TARGET,NEGATIVE,Favor
20540,Donald Trump,@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH #SemST,FAVOR,TARGET,POSITIVE,Favor
20545,Donald Trump,@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight #SemST,FAVOR,TARGET,POSITIVE,Favor
20547,Donald Trump,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists. #SemST",FAVOR,TARGET,NEGATIVE,Favor
20548,Donald Trump,@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc #SemST,FAVOR,TARGET,POSITIVE,Favor
20549,Donald Trump,#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs! #SemST,FAVOR,TARGET,POSITIVE,Favor
20552,Donald Trump,Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America #SemST,AGAINST,TARGET,NEGATIVE,Against
20553,Donald Trump,@realDonaldTrump  Some people just want to be president.  Others want to MAKE AMERICA GREAT AGAIN! #SemST,FAVOR,TARGET,POSITIVE,Favor
20554,Donald Trump,"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.  #SemST",FAVOR,TARGET,NEGATIVE,Favor
20555,Donald Trump,"@GOP If you can not debate Trump, you should not be running for president. #backurbase. #SemST",FAVOR,TARGET,NEGATIVE,Favor
20559,Donald Trump,@_George_Lopez__ says there may be enough AMERICAN Racists to Elect Trump as President. I think he's right. Take back America #SemST,AGAINST,TARGET,NEGATIVE,Against
20560,Donald Trump,@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought! #SemST,FAVOR,TARGET,POSITIVE,Favor
20562,Donald Trump,@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!! #SemST,FAVOR,TARGET,POSITIVE,Favor
20563,Donald Trump,"@mailandguardian There goes the Latino vote, Donald Dumb!! #SemST",AGAINST,TARGET,NEGATIVE,Against
20565,Donald Trump,THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE**  WE NEED A WINNER IN THE WHITE HOUSE AGAIN  #MakeAmericaGreatAgain !!  #SemST,FAVOR,TARGET,POSITIVE,Favor
20567,Donald Trump,"LOOKS LIKE LIBREALS OUR AFTER @Paula_Deen AGAIN,,  THANK GOD FOR @realDonaldTrump #SemST",FAVOR,TARGET,NEGATIVE,Favor
20570,Donald Trump,"We are now witnessing possibly the most disastrous attempt to run for presidency ever, courtesy of @realDonaldTrump #Fail #SemST",AGAINST,TARGET,NEGATIVE,Against
20571,Donald Trump,@realDonaldTrump is the most repulsive narcissist on the planet. #SemST,AGAINST,TARGET,NEGATIVE,Against
20572,Donald Trump,@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence! #SemST,FAVOR,TARGET,POSITIVE,Favor
20574,Donald Trump,Donald Trump is the man of all men #SemST,FAVOR,TARGET,POSITIVE,Favor
20576,Donald Trump,@GovernorPerry @realDonaldTrump not true Perry! Don't count on me or anyone in my family for a vote. You need to stop being PC. #SemST,AGAINST,TARGET,NEGATIVE,Against
20579,Donald Trump,The gift that keeps on giving. #makeitstop #SemST,AGAINST,TARGET,NEGATIVE,Against
20580,Donald Trump,@realDonaldTrump You have the heart of a lion! Let's make America great again! #SemST,FAVOR,TARGET,POSITIVE,Favor
20582,Donald Trump,@realDonaldTrump  WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20584,Donald Trump,People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites #SemST,FAVOR,TARGET,NEGATIVE,Favor
20587,Donald Trump,@NBCNews political correctness is killing the country! The Don is telling the truth! #SemST,FAVOR,TARGET,NEGATIVE,Favor
20590,Donald Trump,@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear #SemST,FAVOR,TARGET,POSITIVE,Favor
20591,Donald Trump,"@realDonaldTrump A man who isn't afraid to speak the truth is a man who I'll vote for! Take it home, Mr. Trump! #FuturePresident #SemST",FAVOR,TARGET,POSITIVE,Favor
20593,Donald Trump,"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling. #SemST",FAVOR,TARGET,POSITIVE,Favor
20595,Donald Trump,#Trump is ruining a party quicker than the police! #gop #SemST,AGAINST,TARGET,NEGATIVE,Against
20601,Donald Trump,Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination. #SemST,AGAINST,TARGET,NEGATIVE,Against
20602,Donald Trump,@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH! #SemST,FAVOR,TARGET,POSITIVE,Favor
20603,Donald Trump,@ErinBurnett #cnn WHY WOULD IT HURT @realDonaldTrump TO SAY SOME ILLEGAL IMMS RAPE? @JOHN_WALSH JUST SAID IT'S TRUE @OutFrontCNN #SemST,FAVOR,TARGET,NEGATIVE,Favor
20604,Donald Trump,he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016 #SemST,AGAINST,TARGET,NEGATIVE,Against
20609,Donald Trump,@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump #SemST,FAVOR,TARGET,NEGATIVE,Favor
20610,Donald Trump,Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously. #SemST,AGAINST,TARGET,NEGATIVE,Against
20611,Donald Trump,@andersoncooper #AC360 @ac360 @ananavarro < WHY IS YOUR HISPANIC LATINO ASS SAYING @realDonaldTrump SAID DISGRACEFUL THINGS? #SemST,FAVOR,TARGET,NEGATIVE,Favor
20612,Donald Trump,Donald Trump please shut the eff up forever! To think I liked your men's suits at Macy's! You suck! #andersoncooper #CNN #SemST,AGAINST,TARGET,NEGATIVE,Against
20615,Donald Trump,"If you live in a Trump building, congratulations on that decision #SemST",FAVOR,TARGET,POSITIVE,Favor
20616,Donald Trump,"Donald Trump has me ""L-ing my A O.""  This dude is nuts I highly recommend watching the #CNN interview.  He is entertaining.  #SemST",AGAINST,TARGET,NEITHER,Against
20617,Donald Trump,I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident #SemST,AGAINST,TARGET,NEGATIVE,Against
20618,Donald Trump,Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20620,Donald Trump,.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it! #SemST,FAVOR,TARGET,POSITIVE,Favor
20621,Donald Trump,After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again. #SemST,FAVOR,TARGET,POSITIVE,Favor
20622,Donald Trump,@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump. #SemST,FAVOR,TARGET,POSITIVE,Favor
20623,Donald Trump,",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns. #SemST",AGAINST,TARGET,NEGATIVE,Against
20624,Donald Trump,@realDonaldTrump is the ONLY candidate with BALLS!!!!! #SemST,FAVOR,TARGET,POSITIVE,Favor
20626,Donald Trump,"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn. #SemST",FAVOR,TARGET,NEGATIVE,Favor
20627,Donald Trump,Why is the media giving the Donald so much airtime?The guy evades questions just like any other politician.Disaster. GOP trouble #SemST,AGAINST,TARGET,NEGATIVE,Against
20628,Donald Trump,@meetthepress @ron_fournier @realDonaldTrump Typical Liberal Media. Trump has now evolved. He is now non Mexican Pro Life. #SemST,AGAINST,TARGET,NEGATIVE,Against
20630,Donald Trump,No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump #SemST,FAVOR,TARGET,NEGATIVE,Favor
20631,Donald Trump,People: Donald Trump is a man who can lead this country into the future. #SemST,FAVOR,TARGET,POSITIVE,Favor
20633,Donald Trump,"@realDonaldTrump they may be dumping you now, but when you're president they'll be begging for your business. #SemST",FAVOR,TARGET,NEITHER,Favor
20634,Donald Trump,@realDonaldTrump Don't let the @GOP tell you how to run!  #America doesn't need another politician.  #MakeAmericaGreatAgain only #SemST,FAVOR,TARGET,POSITIVE,Favor
20635,Donald Trump,"@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need #SemST",FAVOR,TARGET,POSITIVE,Favor
20637,Donald Trump,@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20638,Donald Trump,"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up #SemST",FAVOR,TARGET,POSITIVE,Favor
20639,Donald Trump,"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain #SemST",FAVOR,TARGET,POSITIVE,Favor
20641,Donald Trump,"@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS #SemST",FAVOR,TARGET,POSITIVE,Favor
20642,Donald Trump,"@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us. #SemST",AGAINST,TARGET,NEGATIVE,Against
20643,Donald Trump,Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin #SemST,AGAINST,TARGET,NEGATIVE,Against
20646,Donald Trump,"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE #SemST",AGAINST,TARGET,POSITIVE,Against
20647,Donald Trump,I hate it when percent try to out-bitter each other. #UniteBlue #SemST,AGAINST,TARGET,NEGATIVE,Against
20648,Donald Trump,.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS! #SemST,AGAINST,TARGET,NEGATIVE,Against
20649,Donald Trump,Mainstream media should not be giving Donald Trump airtime. Focus on real issues. #SemST,AGAINST,TARGET,NEGATIVE,Against
20650,Donald Trump,I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there #SemST,AGAINST,TARGET,NEGATIVE,Against
20651,Donald Trump,@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20652,Donald Trump,Trump is a Non-Establishment candidate.  I like it!  #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20653,Donald Trump,"@Reince @SharonDay @realDonaldTrump @tedcruz @JebBush Wshgton Cartel, incompetent GOP leaders support losers like Romney, McCain! #SemST",AGAINST,TARGET,NEGATIVE,Against
20654,Donald Trump,Politicians are destroying America. We need more people like @realDonaldTrump  to run for office #SemST,FAVOR,TARGET,NEITHER,Favor
20659,Donald Trump,"@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote #SemST",FAVOR,TARGET,POSITIVE,Favor
20661,Donald Trump,@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!! #SemST,FAVOR,TARGET,POSITIVE,Favor
20662,Donald Trump,@gpacja @TexanJustin @JebBush @Isikoff @realDonaldTrump you're an awful person. Free speech. I'll pray for you're soul. #SemST,AGAINST,TARGET,NEGATIVE,Against
20663,Donald Trump,Congrats to the @GOP for having @realDonaldTrump in first place amongst its 2016 candidates. #GOP2016 #Jeb2016 #walker2016 #SemST,FAVOR,TARGET,POSITIVE,Favor
20664,Donald Trump,"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!  #SemST",FAVOR,TARGET,POSITIVE,Favor
20666,Donald Trump,@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20667,Donald Trump,"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb! #SemST",FAVOR,TARGET,NEGATIVE,Favor
20669,Donald Trump,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!  #SemST",FAVOR,TARGET,POSITIVE,Favor
20670,Donald Trump,@realDonaldTrump is the only candidate who has the backbone to get our #country back on the #rightpath #SemST,FAVOR,TARGET,POSITIVE,Favor
20674,Donald Trump,@VLActionFund @Reince The same #RNC LOSERS that thought Romney & Palin were good choices needs to be THANKFUL Trump came along  #SemST,FAVOR,TARGET,NEGATIVE,Favor
20679,Donald Trump,. @realDonaldTrump American was great until you embarrassed us all to death #SemST,AGAINST,TARGET,NEGATIVE,Against
20681,Donald Trump,@soxsher @Lrihendry @realDonaldTrump  Please make it right again! #SemST,FAVOR,TARGET,POSITIVE,Favor
20683,Donald Trump,@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America. #SemST,AGAINST,TARGET,NEGATIVE,Against
20684,Donald Trump,@realDonaldTrump needs to learn when to stop talking. You are making it worse Donald... so much worse. #SemST,AGAINST,TARGET,NEGATIVE,Against
20686,Donald Trump,Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's? #SemST,AGAINST,TARGET,NEGATIVE,Against
20691,Donald Trump,@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him. #SemST,FAVOR,TARGET,NEITHER,Favor
20694,Donald Trump,@realDonaldTrump ' It takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you #SemST,FAVOR,TARGET,POSITIVE,Favor
20696,Donald Trump,Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right #SemST,FAVOR,TARGET,POSITIVE,Favor
20697,Donald Trump,That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy #SemST,AGAINST,TARGET,NEGATIVE,Against
20700,Donald Trump,@luzcarolinarov @damian_becker Right-wing idiots in the US are capable of anything. Including voting for extreme racist #SemST,AGAINST,TARGET,NEGATIVE,Against
20701,Donald Trump,Watching what Donald Trump said about Mexicans was shocking! Let's not give this appalling man a platform. #SemST,AGAINST,TARGET,NEGATIVE,Against
20703,Donald Trump,@realDonaldTrump we all want you as the next president !! You tell it has it is and not as a spineless politician! #SemST,FAVOR,TARGET,POSITIVE,Favor
20704,Donald Trump,@RSherman_25 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,FAVOR,TARGET,POSITIVE,Favor
20705,Donald Trump,@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,FAVOR,TARGET,POSITIVE,Favor
20706,Donald Trump,Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy #SemST,AGAINST,TARGET,NEGATIVE,Against
